protocol,messages,avg_latency_ms,min_latency_ms,max_latency_ms,std_latency_ms,median_latency_ms,payload_size_bytes
MQTT,9167,12.530417170274397,3.1900405883789062,109.77506637573242,4.517988807894762,11.532306671142578,256
ROS2,99,54.0192151310468,39.153337478637695,127.20775604248048,19.390334906879374,44.86894607543945,256
