seqsend_time,receive_time,latency_ms,payload_size_bytes
62,1782070088.040959,1782070088.060152,19.193172454833984,256
63,1782070088.1413906,1782070088.1532047,11.814117431640625,256
64,1782070088.2417612,1782070088.2590592,17.297983169555664,256
65,1782070088.3421075,1782070088.3610342,18.926620483398438,256
66,1782070088.4424574,1782070088.4711978,28.740406036376953,256
67,1782070088.5428,1782070088.5626538,19.853830337524414,256
68,1782070088.643163,1782070088.6572306,14.067649841308594,256
69,1782070088.7435083,1782070088.7557144,12.206077575683594,256
70,1782070088.8438654,1782070088.8561566,12.291193008422852,256
71,1782070088.9443648,1782070088.9565914,12.226581573486328,256
72,1782070089.0449443,1782070089.0570307,12.08639144897461,256
73,1782070089.1455145,1782070089.1587982,13.283729553222656,256
74,1782070089.2459133,1782070089.2585044,12.591123580932617,256
75,1782070089.346271,1782070089.358838,12.56704330444336,256
76,1782070089.4466531,1782070089.459293,12.639760971069336,256
77,1782070089.5469992,1782070089.561682,14.682769775390625,256
78,1782070089.647364,1782070089.6634254,16.06154441833496,256
79,1782070089.7477055,1782070089.7597826,12.077093124389648,256
80,1782070089.848052,1782070089.86164,13.58795166015625,256
81,1782070089.9484117,1782070089.9611344,12.72273063659668,256
82,1782070090.0489652,1782070090.0611615,12.19630241394043,256
83,1782070090.149362,1782070090.1616237,12.261629104614258,256
84,1782070090.2497268,1782070090.262158,12.431144714355469,256
85,1782070090.3500726,1782070090.3627799,12.707233428955078,256
86,1782070090.4504163,1782070090.4664896,16.073226928710938,256
87,1782070090.5507574,1782070090.5661678,15.410423278808594,256
88,1782070090.6511116,1782070090.6647682,13.6566162109375,256
89,1782070090.7514577,1782070090.764326,12.868404388427734,256
90,1782070090.851807,1782070090.8643312,12.524127960205078,256
91,1782070090.9521754,1782070090.9649217,12.746334075927734,256
92,1782070091.052733,1782070091.065377,12.644052505493164,256
93,1782070091.1531277,1782070091.1659892,12.861490249633789,256
94,1782070091.253495,1782070091.266499,13.004064559936523,256
95,1782070091.3538394,1782070091.3663516,12.51220703125,256
96,1782070091.454185,1782070091.4670084,12.823343276977539,256
97,1782070091.5548112,1782070091.5676286,12.8173828125,256
98,1782070091.6551619,1782070091.6697898,14.627933502197266,256
99,1782070091.755517,1782070091.767586,12.068986892700195,256
100,1782070091.855865,1782070091.8681724,12.307405471801758,256
1,1782070096.3522556,1782070096.3609073,8.6517333984375,256
2,1782070096.4526055,1782070096.4651053,12.499809265136719,256
3,1782070096.55288,1782070096.5651534,12.273311614990234,256
4,1782070096.6530883,1782070096.665084,11.995553970336914,256
5,1782070096.7532816,1782070096.7666464,13.364791870117188,256
6,1782070096.8534749,1782070096.864833,11.358261108398438,256
7,1782070096.9536839,1782070096.9756691,21.985292434692383,256
8,1782070097.0540335,1782070097.0713663,17.332792282104492,256
9,1782070097.1542537,1782070097.166146,11.892318725585938,256
10,1782070097.254441,1782070097.268755,14.313936233520508,256
11,1782070097.3546233,1782070097.3665838,11.960506439208984,256
12,1782070097.4547951,1782070097.4726822,17.887115478515625,256
13,1782070097.5549679,1782070097.5675232,12.555360794067383,256
14,1782070097.6551528,1782070097.66946,14.307260513305664,256
15,1782070097.7553215,1782070097.7672234,11.90185546875,256
16,1782070097.855504,1782070097.869197,13.692855834960938,256
17,1782070097.9556863,1782070097.9849646,29.278278350830078,256
18,1782070098.0560715,1782070098.0682144,12.14289665222168,256
19,1782070098.15649,1782070098.1678643,11.374235153198242,256
20,1782070098.256874,1782070098.2688515,11.977434158325195,256
21,1782070098.3572469,1782070098.369188,11.941194534301758,256
22,1782070098.4576106,1782070098.469654,12.043476104736328,256
23,1782070098.557971,1782070098.5811968,23.225784301757812,256
24,1782070098.6583421,1782070098.670831,12.488842010498047,256
25,1782070098.758786,1782070098.7713044,12.51840591430664,256
26,1782070098.8591588,1782070098.8730369,13.878107070922852,256
27,1782070098.9595478,1782070098.9741266,14.578819274902344,256
28,1782070099.0601199,1782070099.0727403,12.62044906616211,256
29,1782070099.1605349,1782070099.1728084,12.273550033569336,256
30,1782070099.2609096,1782070099.288806,27.896404266357422,256
31,1782070099.3612754,1782070099.382376,21.100521087646484,256
32,1782070099.461633,1782070099.4790773,17.444372177124023,256
33,1782070099.5619915,1782070099.5753875,13.396024703979492,256
34,1782070099.6623611,1782070099.6793618,17.000675201416016,256
35,1782070099.7627559,1782070099.775025,12.269020080566406,256
36,1782070099.8631136,1782070099.8754873,12.373685836791992,256
37,1782070099.9634895,1782070099.975939,12.449502944946289,256
38,1782070100.0640461,1782070100.0780718,14.025688171386719,256
39,1782070100.1644912,1782070100.1771798,12.688636779785156,256
40,1782070100.2648952,1782070100.2772279,12.332677841186523,256
41,1782070100.3652534,1782070100.377198,11.94453239440918,256
42,1782070100.4656138,1782070100.4776738,12.059926986694336,256
43,1782070100.565962,1782070100.5781212,12.159109115600586,256
44,1782070100.666327,1782070100.678586,12.25900650024414,256
45,1782070100.7667065,1782070100.78121,14.50347900390625,256
46,1782070100.8670592,1782070100.8795054,12.446165084838867,256
47,1782070100.9674637,1782070100.9840822,16.61849021911621,256
48,1782070101.0680504,1782070101.0993545,31.304121017456055,256
49,1782070101.1684296,1782070101.1808681,12.438535690307617,256
50,1782070101.268799,1782070101.2814727,12.673616409301758,256
51,1782070101.3691576,1782070101.3820891,12.931585311889648,256
52,1782070101.4695122,1782070101.490909,21.396875381469727,256
53,1782070101.5698552,1782070101.5840125,14.157295227050781,256
54,1782070101.6702206,1782070101.6847754,14.554738998413086,256
55,1782070101.7706149,1782070101.78487,14.255046844482422,256
56,1782070101.8709784,1782070101.885918,14.939546585083008,256
57,1782070101.9713554,1782070101.98597,14.614582061767578,256
58,1782070102.0718954,1782070102.0842898,12.394428253173828,256
59,1782070102.1723094,1782070102.1849432,12.633800506591797,256
60,1782070102.2726767,1782070102.2898784,17.201662063598633,256
61,1782070102.373042,1782070102.3871121,14.07003402709961,256
